Judul,Isi,Kategori
Relawan Ganjar di Banten Tak Terpengaruh Putusan MK,"SERANG– Relawan Ganjar Pranowo di Provinsi Banten tidak terpengaruh dengan putusan Mahkamah Konstitusi (MK) jika mengabulkan gugatan terkait hasil Pilpres 2024. Relawan Ganjar Pranowo di Banten tetap solid dan tak terpengaruh.Bahkan mereka menyatakan kesiapannya untuk melawan Joko Widodo (Jokowi) dalam Pilpres mendatang.Dalam sebuah pertemuan Relawan Ganjar di Posko Relawan Banten (PRB) for Ganjar berkomitmen untuk terus mendukung dan memperjuangkan Ganjar Pranowo sebagai calon presiden di Pilpres 2024 nanti.Inisiator PRB for Ganjar yang juga merupakan Sekjen DPP Relawan Jaringan Rakyat untuk Ganjar (Juragan) Bahroji menegaskan bahwa putusan MK bukanlah akhir dari perjuangan mereka, dan justru semakin memotivasi mereka untuk menggalang dukungan yang lebih kuat.“Ini bukan akhir perjuangan kami, justru kami semakin termotivasi untuk berjuang mendapatkan dukungan yang lebih kuat,” ujarnya, di PRB For Ganjar, Cipocok Jaya, Kota Serang, Minggu (15/10).Ia juga mengatakan terkait dengan deklarasi Gibran, putra Joko Widodo, Bahroji menyatakan bahwa itu adalah pilihan individu.Bagi Bahroji dan timnya, yang lebih penting adalah melihat rekam jejak seseorang dalam memimpin.Ia berpendapat bahwa Indonesia dengan populasi 270 juta jiwa membutuhkan pemimpin yang dapat mengorganisasi dengan baik.“Di Indonesia ada 270 jiwa, tentunya membutuhkan pemimpin yang berpengalaman dan dapat mengorganisir dengan baik,” ujarnya.Kata dia, Ganjar Pranowo sebagai calon presiden yang dianggap memiliki kemampuan dan dedikasi untuk membawa perubahan positif bagi masyarakat.“Ganjar Pranowo merupakan sosok yang tepat untuk memimpin Indonesia nanti,” pungkasnya. (Red)",Politik
Kejati Banten Akan Periksa 21 Nasabah dalam Perkara Pasutri Bobol Bank...,"SERANG– Penyidik Kejaksaan Tinggi (Kejati) Banten akan melakukan pemeriksaan kepada sebanyak 21 Nasabah dalam kasus pembuatan rekening nasabah prioritas fikif oleh pasangan suami istri Hade dan Febrina.Sebelumnya kedua tersangka telah diperiksa selama kurang lebih 10 jam pada Rabu (1/11/2023) lalu. Selain itu, 14 pegawai BRI digilir penyidik Kejati Banten untuk mendalami modus yang dilakukan pasutri pembobol duit BRI sebesar Rp5,1 miliar lebih.Kasi Penerangan Hukum Kejati Banten, Rangga Adekresna menuturkan jika 21 nasabah beserta ahli akan diperiksa pada Rabu dan Kamis mendatang. Kejati juga telah melakukan pemeriksaan kepada beberapa pegawai internal Bank BRI Cabang Bumi Serpong.“Sampai sejauh ini sebanyak 14 orang pegawai internal pada salah satu Bank Himbara Cabang Tangerang Selatan yang telah dilakukan pemeriksaan dan dimintai keterangan oleh Tim Penyidik Kejaksaan Tinggi Banten,” kata Rangga dalam siaran pers yang diterima Bantennew.co.id, Senin (6/11/2023).Baca juga:KTP Siapa yang Digunakan Pasutri untuk Bobol Duit Rp5,1 M di Bank BRIUntuk diketahui Febrina merupakan mantanPriority Banking Officer(PBO) BRI Cabang Bumi Serpong. Ia bersama suaminya membuat rekening prioritas fiktif 41 kartu identitas (KTP) nasabah fiktif serta uang Rp500 juta.Uang Rp500 juta itu untuk modal awal pembuatan rekening prioritas selama setahun. Dari sana mereka menyalahgunakan fasilitas kartu kredit dengan berbelanja barang-barang mewah mulai dari tas hingga mobil. Aksi pasutri ini merugikan negara sebesar Rp5,1 miliar.Kejati juga melakukan penyitaan mobil merek Mercedes dan Honda CR-V. “Untuk tas beli, konsumsi pribadi apapun. Dia kan beli tasbrandeddijual lagi bisa jadi soalnya kan kartu kredit nggak bisa tunai,” kata Kepala Kejati Banten, Didik Farkhan Alisyahdi.(Dra/red)",Kriminal
Bakal Cawapres Prabowo Mengerucut Empat Nama,"JAKARTA– Bakal calon wakil presiden untuk Prabowo Subianto saat ini sudah mengerucut menjadi empat nama. Salah satu dari empat kandidat cawapres tersebut merupakan sosok perempuan.Hal itu dikonfirmasi Wakil Ketua Umum Partai Gelora Fahri Hamzah usai mengikuti pertemuan Koalisi Indonesia Maju (KIM) di kediaman Prabowo di Jalan Kertanegara Nomor IV, Jakarta Selatan. “Ada, ada perempuannya,” kata Fahri, Jumat (12/10/2023).Fahri menegaskan, delapan partai sudah solid dan kompak atas empat nama cawapres yang sudah dikerucutkan.Ia mengatakan dalam pertemuan di kediaman Prabowo, masing-masing ketua umum yang hadir diberikan kesempatan untuk berbicara menyampaikan aspirasi sepuas-puasnya.“Pokoknya kriterianya sudah lengkap, jadi mewakili semua aspirasi yang selama ini berkembang,” kata Fahri.Kisi-kisi Cawapres PrabowoKandidat cawapres dari KIM mengerucut menjadi empat nama. Ketua Umum Partai Gerindra sekaligus calon presiden, Prabowo Subianto menyampaikan ciri-ciri berupa asal daerah masing-masing kandidat.“Empat nama yang bisa sampaikan adalah satu calon dari luar Jawa, satu calon dari Jawa Barat, satu calon dari Jawa Tengah, satu calon dari Jawa Timur,” kata Prabowo di Jalan Kertanegara Nomor IV, Jakarta Selatan, Jumat (13/10/2023).Sebelumnya, pengerucutan nama cawapres Prabowo itu dilakukan dalam pertemuan para ketua umum Koalisi Indonesia Maju di kediaman Prabowo di Jalan Kertanegara Nomor IV, Jakarta Selatan. Sebanyak delapan ketua umum berkumpul, melakukan pembahasan.“Tentang cawapres kita juga tadi melaksanakan diskusi di mana setiap ketua partai menyampaikan pandangan-pandangannya yang akhirnya kita malam hari ini sudah mengerucut menjadi 4 nama,” kata PrabowoPrabowo menegaskan para pimpinan di Koalisi Indonesia Maju sudah sepakat akan berkumpul kembali dalam beberapa hari ke depan.“Kita akan kumpul lagi secara intensif setelah masing-masing partai berembuk dan kita juga tugaskan jaringan kita dan mesin partai masing-masing untuk mengecek ke akar rumput kita,” kata Prabowo.Kumpul di KertanegaraSebelumnya ketua umum partai politik (parpol) yang tergabung dalam KIM berkumpul di kediaman Prabowo Subianto di Jalan Kertanegara Nomor 4, Jakarta Selatan. Diketahui mereka berkumpul untuk membahas sejumlah agenda, salah satunya simulasi cawapres.Sejumlah ketua umum dan sekretaris jenderal partai sudah hadir sebelum pukul 19.00 WIB.Mereka yang terpantau hadir, di antaranya Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono dan Sekjen Partai Demokrat Teuku Rifky Harsya, Ketua Umum Partai Golkar Airlangga Hartarto dan Sekjen Partai Golkar Lodewijk F. Paulus, Ketua Umum Partai Gelora Anis Matta dan Waketum Partai Gelora Fahri Hamzah.Terpantau hadir Ketua Umum PBB Yusril Ihza Mahendra dan Sekjen PBB Afriansyah Noor. Hadir pula perwakilan dari Partai Prima, yakni Ketua Umum Agus Jabo Priyono.Sebelumnya, Sekretaris Jenderal Partai Gerindra Ahmad Muzani terlihat hadir lebih dulu. Adapun Ketua Umum Partai Gerindra Prabowo, berdasarkan informasi sudah berada di dalam kediamannya.Sementara itu, Ketua Umum PAN Zulkifli Hasan dan Sekjen PAN Eddy Soeparno hadir belakangan sekitar pukul 19.15 WIB.Zulhas sempat menyapa awak media, namun ia tidak menjawab detail terkait rapat malam ini. (Red)",Politik
Ini Daftar 24 Negara yang Lolos Piala Dunia U-17 di Indonesia,"BANTEN– Federasi sepak bola dunia FIFA menunjuk Indonesia sebagai tuan rumah Piala Dunia U-17 2023. Pengumuman penunjukan tersebut dilakukan setelah FIFA menggelar council meeting pada Jumat malam, 23 Juni 2023. Berdasarkan agenda FIFA, Piala Dunia U-17 digelar pada 10 November-2 Desember 2023.“Piala Dunia U-17 tahun ini (2023) akan digelar di Indonesia,” tulis FIFA melalui akun Twitter resminya, @FIFAcom, seperti dikutip pada Sabtu, 24 Juni 2023.Sebanyak 24 negara telah dipastikan berlaga di Piala Dunia U-17. Zona Asia diwakili Indonesia (tuan rumah), Jepang, Iran, Korea Selatan, dan Uzbekistan. Dari Afrika ada Burkina Faso, Mali, Maroko, serta Senegal. Sedangkan Kanada, Meksiko, Panama, dan Amerika Serikat mewakili zona Concacaf (Amerika Utara).Amerika Selatan (CONMEBOL) diwakili Argentina, Brasil, Ekuador, serta Venezuela. Eropa mengirim lima wakilnya ke Piala Dunia U-17, yakni Inggris, Prancis, Jerman, Polandia, dan Spanyol. Sedangkan dua negara lain berasal dari Oseania: Kaledonia Baru dan Selandia Baru.Berikut ini 24 negara yang lolos Piala Dunia U-17 2023.1. Indonesia (tuan rumah)2. Iran3. Korea Selatan4. Uzbekistan5. Jepang6. Burkina Faso7. Mali8. Maroko9. Senegal10. Kanada11. Meksiko12. Panama13. Amerika Serikat14. Argentina15. Brasil16. Ekuador17. Venezuela18. Inggris19. Prancis20. Jerman21. Polandia22. Spanyol23. Kaledonia Baru24. Selandia Baru(Red)",Olahraga
KPU Banten Ajak Siswa SMK Insan Mulya Kibin Jadi Pemilih Cerdas,"SERANG– Komisi Pemilihan Umum (KPU) Banten menagajak ratusan siswa SMK Insan Mulya Kibin untuk menjadi pemilih cerdas. Hal itu disampaikan Plh Ketua KPU Banten M. Ali Zaenal Abidin saat memberikan sosialisasi pendidikan pemilih kepada 160 siswa dan 10 guru SMK Insan Mulya Kibin di Kantor KPU Banten, Cipocok Jaya, Kota Serang, Jumat (29/9/2023).Berdasarkan informasi, sosialiasi itu merupakan bagian dari kegiatan kunjungan belajar merdeka dan merdeka belajar.Rangkaian visitasi ini dimulai dengan penyambutan di halaman kantor dan room tour kelima stand yang disediakan di KPU Provinsi Banten. Adapun stand yang disediakan oleh KPU Provinsi Banten antara lain, stand satu, E-PPID dan E-RPP, stand dua ke lantai dua mengedukasi Profil Komisoner beserta ruang kerja,tugas dan fungsi anggota KPU Provinsi Banten periode lalu dan periode 2023-2028 juga beberapa sub bagian.Stand tiga infografis di lantai satu yang terdiri dari infografis hasil pemilu 2019 dan memberikan informasi Pemilu 2024, stand empat di rumah pintar oemilu, dan stand lima maket tempat pemungutan suara.Turut hadir, anggota KPU Provinsi Banten Agus Muslim, A.Munawar, Akhmad Subagja, Kabag dan Kasubag KPU Banten, serta pelaksana.Dikatakan Ali, dalam kunjungan ini, pihaknya memberikan edukasi kepada seluruh siswa mulai dari materi kepemiluan dan demokrasi.Ali juga mengajak kepada seluruh siswa SMK Insan Mulya Kibin untuk menjadi pemilih cerdas.“Menjadi pemilih yang cerdas, tidak boleh menerima politik uang, berapapun yang nanti akan diberikan calon, jangan diterima, ini adalah bagian dari komitmen kita menjaga integritas pemilu,” kata Ali.Pihaknya berharap, seluruh edukasi yang diberikan KPU Banten dapat membuka wawasan para siswa sebagai pemilih muda dan pemula agar melek demokrasi.Kasubag Partisipasi dan Hubungan Masyarakat KPU Banten, Lisna Wati berharap, para siswa dapat banyak mengeksplorasi apa saja yang ada di KPU Provinsi Banten dengan begitu akan banyak ilmu yang didapatkan.Senada, Kabag Teknis dan parhubmas KPU Banten Annisa Puspa juga memberi pesan kepada siswa dengan memberikan berbagai pertanyaan dan kuis berhadiah.Sementara, salah satu guru SMK Insan Mulya Kibin Hasan memberikan apresiasi kepada KPU Banten atas sambutan dan edukasi terkait kepemiluan dan demokrasi.“Kami sangat senang bisa diijinkan belajar banyak dengan penyambutan yang luar biasa,” ungkap salah guru. (Mir/Red)",Politik
Banten Internasional Stadium Masuk Bidding Venue Piala Dunia U-17 ?,"SERANG– Kabar menarik datang dari Banten Internasional Stadium (BIS) yang telah masuk dalam biding venue penyelenggaraan Piala Dunia U-17 yang akan digelar pada November mendatang.Wakil Ketua DPRD Kota Serang, Hasan Basri mengungkapkan bahwa BIS merupakan salah satu dari sepuluh stadion yang diajukan sebagai venue acara bergengsi tersebut.Dengan belum adanya pernyataan resmi dari PSSI, kabar ini diungkapkan oleh Hasan Basri yang mendapatkan informasi dari sumber terpercaya di PSSI melalui salah satu media olahraga nasional.Hasan Basri menyatakan keikutsertaan BIS sebagai venue Piala Dunia U-17 menjadi momentum bagus bagi Pemerintah Provinsi (Pemprov) Banten untuk menjadi tuan rumah pagelaran internasional.Kendati demikian, ia juga mengakui bahwa BIS belum sepenuhnya layak sebagai tempat pertandingan skala internasional karena masih terdapat beberapa infrastruktur dan fasilitas pendukung yang belum terselesaikan.“Baru kita yang bersuara, kita juga pengen mendengar DPRD Provinsi Banten seperti apa, kalau pak Gubernur terakhir itu kita dengar komentarnya menunggu pengelola, kalau nanti sudah ada pengelolanya nanti diusulkan ke PSSI. Mau nunggu sampai kapan toh gedungnya aja mangkrak, pengelola akan tertarik kalau gedung stadion itu sudah beres baru mereka kelola kan, nanti sudah lewat momentumnya,” ujarnya ditemui di ruang kerjanya, Kamis (20/7/2023).Namun, Hasan Basri melihat peluang ini sebagai momen penting bagi Pemprov Banten untuk berkomunikasi dengan Pemerintah Pusat guna mendukung pembangunan dan perbaikan BIS agar siap menjadi venue Piala Dunia U-17 yang membanggakan.Meski telah menelan biaya besar hingga Rp1 triliun, BIS dianggap sebagai contoh pembangunan yang gagal perencanaan. Hal ini menuntut adanya evaluasi menyeluruh terhadap proyek tersebut.“Ini mungkin harus ada evaluasi, gede itu anggarannya sampai Rp1 triliun. Coba kalau untuk Banprov mungkin Ibu Kota Provinsi tidak seperti ini, lebih cantik. Ini baru lontaran kita saja sebagai warga dan saya sebagai anggota DPRD Kota Serang saya merasa ada tanggung jawab moral nih karena BIS ini ada di wilayah Kota Serang,” ucapnya.Ia berharap Pemprov Banten dan DPRD Provinsi Banten juga aktif ikut mendukung usulan ini, agar keberadaan BIS di Kota Serang tidak sia-sia dan memberikan manfaat positif bagi wilayah setempat.“Bagi Kota Serang, ini adalah peluang luar biasa untuk menunjukkan potensi dan kemampuan sebagai tuan rumah Piala Dunia U-17, sehingga prestise wilayah ini dapat semakin meningkat di mata dunia,” ujarnya. (Dhe/Red)",Olahraga
4 Bekas Napi Korupsi Mencalonkan Diri di Pileg DPRD Banten Tahun...,"SERANG– Empat nama mantan terpidana kasus korupsi di Banten menjadi sorotan publik. Keempat nama tersebut akan mencalonkan diri dalam pemilihan legislatif (Pileg) 2024 DPRD Provinsi Banten.Keempat mantan napi korupsi antara lain Desy Yusandi (Golkar), Agus M. Randil (Golkar), Jhoni Husban (PBB) dan Aries Halawani (NasDem).Desy Yusandi merupakan polisi Golkar yang terjerat korupsi pembangunan puskesmas di Tangerang Selatan tahun 2011-2012. Desy menjadi tersangka kasus korupsi bersama Tubagus Chaeri Wardana alias Wawan, Kadis Kesehatan Tangsel Dadang M Epid, dan Kabid Sumber Daya Kesehaan Tangsel Mamak Jamaksari dan Sekdis Dinkes Banten Neng Ulfah.Ia divonis PN Serang pidana 1 tahun penjara dan denda Rp 50 juta. Ia juga diminta membayar uang pengganti Rp 431 juta.Agus M. Randil juga terjerat korupsi saat menjabat Kepal Biro Umum Perlengkapan Pemprov Banten. Ia pernah terjerat kasus korupsi pengadaan lahan sistem pertanian terpadu 2009-2010 yang merugikan keuangan negara sampai Rp 54 miliar.Johny Husban pernah tersangkut korupsi pembangunan tiang pancang Pelabuhan Kubangsari tahun 2010 senilai Rp 49,1 miliar. Akibatnya, ia divonis hakim PN Serang 1 tahun 10 bulan penjara.Sedangkan nama Aries Halawani terlibat korupsi dana kajian Dewan Perwakilan Rakyat Daerah DKI Jakarta dengan kerugian negara Rp 25,5 miliar.Aries yang saat itu sebagai staf Dewan bermufakat jahat dengan Sarwo Edhi, dan Abdul Haris Mughni, didakwa telah memperkaya diri sendiri atau orang lain. Perbuatan Aries melanggar Pasal 2 ayat 1 juncto Pasal 18 Undang-Undang Nomor 31 Tahun 1999 tentang Pemberantasan Tindak Pidana Korupsi.Dilansir dariLaman ICWkasus ini bermula dari proyek pengadaan kajian peningkatan kapasitas DPRD DKI Jakarta pada Maret 2008. Terdakwa Aries sebagai Ketua Panitia Pengadaan Barang dan Jasa Konsultasi unit sekretariat DPRD DKI dalam tiga kesempatan mengajukan proyek kajian total sebanyak 43 kajian kepada Sarwo Edhi dan disahkan oleh Sarwo. Kontrak kerja ditandatangani oleh Aries sebagai ketua panitia.Namun, ternyata pemenang dan pelaksana proyek kajian itu berbeda pihak. Selain itu, dalam sidang terpisah, Abdul Haris Mughni didakwa meminjam nama 11 perusahaan lain untuk 15 kajian dalam proyek itu. Para rekanan yang dipinjam nama itu hanya diberi fee 5 persen. Mughni dijerat dengan pasal yang sama dengan Aries.(Mir/Red)",Kriminal
Kota Tangerang Jadi Tuan Rumah Kejuaraan Nasional Panjat Tebing,"TANGERANG– Ratusan atlet cilik dari berbagai provinsi di Indonesia hadir memadati venue olahraga panjat tebing bertaraf internasional Tangerang Wall Climbing Center, untuk mengikuti Kejuaraan Panjat Tebing Terbuka Kelompok Umur tingkat Nasional Tahun 2023 yang digelar oleh Federasi Panjat Tebing Indonesia (FPTI).Kota Tangerang dipilih menjadi lokasi pelaksanaan kejurnas olahraga panjat tebing tingkat nasional, karena memiliki fasilitas climbing wall dengan standar internasional.Wakil Walikota Tangerang, Sachrudin didampingi Kepala Dinas Pemuda dan Olahraga (DISPORA) Kota Tangerang, Kaonang, turut menyambut kehadiran para atlet dari seluruh Indonesia sekaligus mengikuti opening ceremony kejuaraan panjat tebing yang dibuka langsung oleh Ketua Umum FPTI, Yenny Wahid.“Saya menyambut hangat dan juga ikut bangga karena Kota Tangerang bisa punya fasilitas berstandar Internasional yang bisa dimanfaatkan oleh semua,” ucap Sachrudin dalam sambutannya dihadapan 141 atlet panjat tebing yang bertanding diajang tersebut.Wakil menyampaikan, fasilitas olahraga yang semakin baik dan dukungan dari seluruh pihak jadi semangat untuk Kota Tangerang khususnya cabang olahraga panjat tebing untuk mencetak atlet-atlet cilik berprestasi bukan hanya ditingkat kota, nasional tapi juga internasional.“Semoga akan ada banyak lagi yang seperti atlet kita Salsabila, kemudian Panji yang kemarin juga berlaga di Sea Games Kamboja yang meraih medali di event internasional,”“Adik-adik di sini juga, insyaAllah akan jadi calon atlet hebat Indonesia,” tutup wakil.Ketua Umum FPTI Pusat Yenny Wahid, pun turut mengapresiasi atas dukungan Pemkot Tangerang dalam memfasiitasi kejuaraan berskala nasional ini, yaitu dengan menghadirkan sarana olahraga terbaik bagi masyarakat khususnya cabang olahraga panjat tebing.“Saya dan seluruh masyarakat panjat tebing tentu berterima kasih atas hadirnya venue yang megah ini dan ajang ini jadi harapan kita semua untuk  mencetak atlet baru yang siap berlaga membawa nama baik Indonesia di kancah internasional,” pungkas Yenny.Adapun Kejuaraan Panjat Tebing Terbuka Kelompok Umur tingkat Nasional ini, memperlombakan kategori Speed, Lead dan mulai dari usia 10 hingga 13 tahun, yang digelar 9 – 11 Mei di Tangerang Wall Climbing Center, Cipondoh, Kota Tangerang.(Ril/Red)",Olahraga
Kejuaraan Taekwondo Piala Bupati Tingkat Pelajar Digelar di Kabupaten Tangerang,"KAB. TANGERANG– Bupati Tangerang, Ahmed Zaki Iskandar membuka kejuaraan Taekwondo Piala Bupati tingkat pelajar SD SMP dan SMA se-Kabupaten Tangerang di Indoor Sport Center Kelapa Dua Kabupaten Tangerang, Minggu (17/9/2023).Bupati mengapresiasi kejuaraan Taekwondo Bupati Cup tingkat palajar tersebut. Menurut dia, kejuaraan tersebut dapat mempermudah seleksi bagi calon atlet-atlet Kabupaten Tangerang dari cabang olahraga Taekwondo dan menguji kemampuan serta mental bibit-bibit muda Taekwondo Kabupaten Tangerang.“Apresiasi buat panitia, dua minggu bisa bikin kejuaraan dan Alhamdulillah pesertanya 300 orang lebih. Buat para peserta, saya ucapkan selamat bertanding, jaga sportivitas, dan juga terus asah kemampuan kalian,” ungkap Bupati Zaki.Dia menandaskan, olahraga bukan hanya ajang silaturahmi bagi generasi muda Kabupaten Tangerang namun juga membentuk generasi muda yang kuat, berpikiran positif, dan bermental baja.“Ini yang kita harapkan dari para generasi penerus agar olahraga menjadi bagian dari gaya hidup dan pola hidup anak-anak kita,” tuturnya.Sementara itu Ketua Panitia pelaksanaan Kejuaraan Taekwondo, Sangki Wahyudin mengungkapkan kejuaraan Taekwondo antar pelajar Piala Bupati Cup diikuti oleh 350 orang peserta, mulai dari TK, SD, SMP SMA/sederajat.“Ajang ini juga untuk seleksi yang diharapkan kedepannya Taekwondo Kabupaten Tangerang bisa meraih juara umum Porpov 2026 di Kota Tangsel. Akan ada banyak ajang-ajang pertandingan olahraga Taekwondo Cup di Kabupaten Tangerang yang nanti atlet kita bisa lolos mungkin di ajang piala nasional dan internasional,” ungkap Sangki.Ia dan seluruh panitia mengucapkan terimakasih dan apresiasi atas dukungan dan bantuan semua pihak, KONI dan lain sebagainya, khususnya Pak Bupati Zaki yang begitu peduli terhadap olahraga Teakwondo Kab. Tangerang.(Ril/Red)",Olahraga
Masyarakat Perlu Edukasi Aturan Pemilu 2024,"KAB. TANGERANG– Badan Kesatuan Bangsa dan Politik (Kesbangpol) Kabupaten Tangerang menggelar Rakor Forkopimda dalam rangka “Sosialisasi Penyelenggaraan Pemilu 2024” di Gedung Serba Guna (GSG) Tigaraksa, Kamis (23/11/2023).Sosialisasi tersebut dilakukan untuk memperluas informasi mengenai penyelenggaraan Pemilu Serentak 2024, serta meningkatkan pengetahuan, pemahaman dan kesadaran bagi masyarakat khususnya di wilayah Kabupaten Tangerang.Kepala Kesbangpol Kabupaten Tangerang, Rudi Lesmana mengatakan sosialisasi ini untuk memberikan edukasi mengenai peraturan tahapan Pemilu 2024, dan memberikan pemahaman akan pentingnya peran Pemerintah Daerah dalam pemilu tahun 2024.“Melalui sosialisasi ini masyarakat bisa mengetahui seluruh tahapan pemilu dan menyukseskan Pemilu 2024,” ujarnyaSosialisasi Penyelenggaran Pemilu 2024 bertujuan agar masyarakat paham bahwa proses demokrasi ini sangat penting. Karena pada pemilu tersebut akan memilih pimpinan-pimpinan baik presiden, wakil presiden, DPR RI, DPD, DPRD provinsi dan DPRD kabupaten/kota untuk lima tahun kedepan.“Agar pada waktunya nanti banyak masyarakat yang datang ke lokasi TPS, sehingga bisa memilih dengan maksimal di masing-masing TPS,” tuturnyaSelain itu, dia juga menyampaikan bahwa semua pegawai ASN di wajibkan Netral dan Profesional dengan tidak memberikan dukungan kepada calon Presiden/Wakil Presiden, calon Kepala Daerah/Wakil Kepala Daerah, calon anggota Dewan Perwakilan Rakyat, calon anggota Dewan Perwakilan Daerah, atau calon anggota Dewan Perwakilan Rakyat Daerah.Setiap Kepala Perangkat Daerah di wajibkan untuk Mensosialisasikan dan melaksanakan dengan penuh Tanggung Jawab atas keputusan Bersama Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi, Menteri Dalam Negeri, Kepala Badan Kepegawaian Negara, Ketua Komisi Aparatur Sipil Negara dan Ketua Badan Pengawas Pemilihan Umum.“Nomor 02 tahun 2022, Nomor 800-5474 Tahun 2022, Nomor 246 Tahun 2022, Nomor 30 Tahun 2022, Nomor 1447.1/PM.01/K.1/09/2022 Tentang Pedoman Pembinaan dan Pengawasan Netralitas Pegawai Aparatur Sipil Negara Dalam Penyelenggaraan Pemilihan Umum dan Pemilihan,” tuturnya.Dia berharap, semoga dengan adanya kegiatan Rakor Forkopimda ini Pemerintah Daerah maupun masyarakat khususnya di wilayah Kabupaten Tangerang bisa menyukseskan Pemilu Tahun 2024.(Ril/Red)",Politik
"Korupsi Dana Bencana, Eks Kabid Dinsos Lebak Divonis 3 Tahun Penjara","SERANG– Vonis Eks Kepala Bidang Penanganan Fakir Miskin dan Perlindungan Jaminan Sosial (PFM Linjamsos ) Dinas Sosial Lebak, Endin Toharudin sudah diketok oleh majelis hakim. Terdakwa resmi naik status menjadi terpidana setelah dijatuhi hukuman penjara selama 3 Tahun.Vonis terhadap Endin digelar di Pengadilan Negeri (PN) Serang pada Selasa (26/9/2023). Sidang Vonis dipimpin oleh ketua majelis hakim Dedy Ady Saputra.Endin terbukti melakukan korupsi Dana Bantuan Tidak Terencana (BTT) bagi korban bencana alam dan bencana sosial di Kabupaten Lebak pada 2021 saat menjabat sebagai Kabid PFM Linjamsos yang merugikan negara sebesar Rp308 Juta.“Menjatuhkan pidana terhadap terdakwa Endin Toharudin berupa pidana penjara selama 3 tahun dan denda Rp50 Juta subsidair 1 bulan penjara” kata Hakim Dedy.Hakim juga menjatuhkan pidana tambahan berupa uang penggati sebesar Rp304 Juta kepada terdakwa. Jika dirinya tidak bisa mengganti uang tersebut maka harta bendanya akan disita dan jika harta bendanya tidak mencukupi maka diganti oleh kurungan bui selama 6 bulan.Adapun hal yang memberatkan bagi terdakwa yaitu belum mengganti uang hasil korupsinya dan melakukan korupsi dana bencana.Hakim menilai bahwa terdakwa secara sah dan meyakinkan melanggar pasal 3 Undang undang Tipikor.Putusan hakim lebih ringan dari tuntuan Jaksa Penuntut Umum (JPU) yang menuntut terdakwa pidana 6 Tahun penjara. Atas putusan ini JPU pun mengatakan akan pikir pikir dahulu apakah akan mengajukan banding atau tidak.“Pikir Pikir yang mulia,” kata JPU Seliya Yustika. (Mg-Audindra/Red)",Kriminal
Pengedar Narkoba di Serang Nyamar Jadi Pelayan Pedagang Bakso,"SERANG– FM (22), pelayan pedagang bakso yang mangkal di sekitar salah satu rumah sakit di Kota Serang, Banten diringkus personil Satuan Reserse Narkoba (Satresnarkoba) Polres Serang. Dalam penangkapan itu, belasan paket sabu juga diamankan.Dari rumah tersangka di Kelurahan Cipare, Kecamatan Serang, Kota Serang, polisi menemukan barang bukti 13 paket kecil dan 2 paket besar sabu dengan berat 49,82 gram, 1 unit timbangan digital serta 2 handphone.Kapolres Serang AKBP Wiwin Setiawan menjelaskan penangkapan pengedar narkoba yang menyamar sebagai pelayan bakso ini merupakan tindaklanjut dari informasi masyarakat.“Dari informasi tersebut, Tim Satgas Satresnarkoba langsung bergerak melakukan penyelidikan,” ungkap Kapolres, Minggu (1/10/2023).Wiwin menyebutkan pada Selasa (26/9/2023) sekira pukul 15.00, Tim satgas Satresnarkoba yang dipimpin Iptu Rian Jaya Surana mengamankan tersangka di tempat kerjanya saat sedang membantu melayani pengunjung bakso.“Dalam penggeledahan, petugas mengamankan belasan paket sabu, dua diantaranya paket sabu berukuran besar dari dalam kamar. Bersama barang bukti yang ditemukan, tersangka FM selanjutnya diamankan ke Mapolres Serang untuk pemeriksaan,” jelasnya.Sementara itu, Kasatresnarkoba AKP Michael K Tandayu menambahkan dalam pemeriksaan, tersangka FM mengakui jika bisnis menjual sabu tersebut sudah berjalan selama 2 bulan. Barang haram tersebut didapat dari seorang bandar berinisial TO (DPO) yang disebut sebagai warga Tangerang.“Tersangka menjual sabu sudah berlangsung selama 2 bulan dan mengaku mendapat sabu dari TO. Namun FM tidak mengetahui lebih dalam karena transaksi dilakukan tidak secara langsung. Namun FM menyebut bahwa TO (DPO) merupakan warga Tangerang,” tambahnya.Dalam pemeriksaan, tersangka juga mengaku melakukan bisnis jual beli narkoba lantaran kebutuhan ekonomi dan tergiur dengan keuntungan. Ia mengaku upah dari bekerja pada penjual bakso tidak mencukupi untuk kebutuhan sehari-hari.“Motifnya karena ekonomi dan tergiur dengan keuntungan yang banyak, tersangka mengaku upah dari bekerja membantu pedagang bakso tidak mencukupi untuk kebutuhannya dan tergiur dengan keuntungan menjual sabu,” kata Michael.Akibat dari perbuatannya, tersangka FM dijerat Pasal 114 ayat (2) atau 112 (2) UU RI No 35 Th 2009 tentang narkotika dengan ancaman hukuman minimal 5 tahun penjara. (Red)",Kriminal
